time	obj_x	obj_y	setspd_x	setspd_y	spd_x	spd_y	step_x	step_y
457426008	681.2360	267.3660	113.4180	-40.5902	113.4180	-40.5902	-1913	-16973
457438011	681.2360	267.3660	113.4180	-40.5902	113.4180	-40.5902	-1912	-16974
457450014	681.2360	267.3660	113.4180	-40.5902	113.4180	-40.5902	-1910	-16974
457462005	681.1940	268.2170	113.3970	-40.3349	113.3970	-40.3349	-1909	-16975
457474012	681.1940	268.2170	113.3970	-40.3349	113.3970	-40.3349	-1908	-16975
457486016	681.1940	268.2170	113.3970	-40.3349	113.3970	-40.3349	-1906	-16976
457498000	681.1940	268.2170	113.3970	-40.3349	113.3970	-40.3349	-1905	-16976
457510002	681.3240	268.2160	113.4620	-40.3352	113.4620	-40.3352	-1904	-16977
457522008	681.3240	268.2160	113.4620	-40.3352	113.4620	-40.3352	-1902	-16977
457534012	681.3240	268.2160	113.4620	-40.3352	113.4620	-40.3352	-1901	-16978
457546015	681.3240	268.2160	113.4620	-40.3352	113.4620	-40.3352	-1900	-16978
457558007	680.3610	270.4170	112.9805	-39.6749	112.9805	-39.6749	-1898	-16979
457570013	680.3610	270.4170	112.9805	-39.6749	112.9805	-39.6749	-1897	-16979
457582016	680.3610	270.4170	112.9805	-39.6749	112.9805	-39.6749	-1896	-16979
457594001	680.3610	270.4170	112.9805	-39.6749	112.9805	-39.6749	-1894	-16980
457606005	680.3610	270.4170	112.9805	-39.6749	112.9805	-39.6749	-1893	-16980
457618017	679.8980	270.5460	112.7490	-39.6362	112.7490	-39.6362	-1891	-16981
457630002	679.8980	270.5460	112.7490	-39.6362	112.7490	-39.6362	-1890	-16981
457642007	679.8980	270.5460	112.7490	-39.6362	112.7490	-39.6362	-1889	-16982
457654010	679.8980	270.5460	112.7490	-39.6362	112.7490	-39.6362	-1887	-16982
457666015	678.6060	273.9130	112.1030	-38.6261	112.1030	-38.6261	-1886	-16983
457678017	678.6060	273.9130	112.1030	-38.6261	112.1030	-38.6261	-1885	-16983
457690002	678.6060	273.9130	112.1030	-38.6261	112.1030	-38.6261	-1883	-16984
457702006	678.6060	273.9130	112.1030	-38.6261	112.1030	-38.6261	-1882	-16984
457714010	678.6060	273.9130	112.1030	-38.6261	112.1030	-38.6261	-1881	-16985
457726002	677.3690	275.2090	111.4845	-38.2373	111.4845	-38.2373	-1879	-16985
457738008	677.3690	275.2090	111.4845	-38.2373	111.4845	-38.2373	-1878	-16986
457750011	677.3690	275.2090	111.4845	-38.2373	111.4845	-38.2373	-1877	-16986
457762014	677.3690	275.2090	111.4845	-38.2373	111.4845	-38.2373	-1875	-16986
457774013	676.5820	277.1140	111.0910	-37.6658	111.0910	-37.6658	-1874	-16987
457786002	676.5820	277.1140	111.0910	-37.6658	111.0910	-37.6658	-1873	-16987
457798007	676.5820	277.1140	111.0910	-37.6658	111.0910	-37.6658	-1871	-16988
457810010	676.5820	277.1140	111.0910	-37.6658	111.0910	-37.6658	-1870	-16988
457822009	675.4980	277.2120	110.5490	-37.6364	110.5490	-37.6364	-1869	-16989
457834017	675.4980	277.2120	110.5490	-37.6364	110.5490	-37.6364	-1867	-16989
457846002	675.4980	277.2120	110.5490	-37.6364	110.5490	-37.6364	-1866	-16990
457858006	675.4980	277.2120	110.5490	-37.6364	110.5490	-37.6364	-1865	-16990
457870010	675.4980	277.2120	110.5490	-37.6364	110.5490	-37.6364	-1863	-16991
457882000	674.4760	277.9880	110.0380	-37.4036	110.0380	-37.4036	-1862	-16991
457894007	674.4760	277.9880	110.0380	-37.4036	110.0380	-37.4036	-1861	-16991
457906011	674.4760	277.9880	110.0380	-37.4036	110.0380	-37.4036	-1859	-16992
457918014	674.4760	277.9880	110.0380	-37.4036	110.0380	-37.4036	-1858	-16992
457930015	673.3260	279.7520	109.4630	-36.8744	109.4630	-36.8744	-1857	-16993
457942002	673.3260	279.7520	109.4630	-36.8744	109.4630	-36.8744	-1855	-16993
457954007	673.3260	279.7520	109.4630	-36.8744	109.4630	-36.8744	-1854	-16994
457966010	673.3260	279.7520	109.4630	-36.8744	109.4630	-36.8744	-1853	-16994
457978011	672.0540	280.6530	108.8270	-36.6041	108.8270	-36.6041	-1851	-16995
457990017	672.0540	280.6530	108.8270	-36.6041	108.8270	-36.6041	-1850	-16995
458002001	672.0540	280.6530	108.8270	-36.6041	108.8270	-36.6041	-1849	-16995
458014006	672.0540	280.6530	108.8270	-36.6041	108.8270	-36.6041	-1848	-16996
458026731	669.5740	281.9890	107.5870	-36.2033	108.8270	-36.6041	-1846	-16996
458039006	669.5740	281.9890	107.5870	-36.2033	107.5870	-36.2033	-1845	-16997
458051013	669.5740	281.9890	107.5870	-36.2033	107.5870	-36.2033	-1844	-16997
458063016	669.5740	281.9890	107.5870	-36.2033	107.5870	-36.2033	-1842	-16998
458076128	668.9590	281.6880	107.2795	-36.2936	107.5870	-36.2033	-1841	-16998
458089012	668.9590	281.6880	107.2795	-36.2936	107.2795	-36.2936	-1839	-16999
458101001	668.9590	281.6880	107.2795	-36.2936	107.2795	-36.2936	-1838	-16999
458113005	668.9590	281.6880	107.2795	-36.2936	107.2795	-36.2936	-1837	-16999
458125009	668.9590	281.6880	107.2795	-36.2936	107.2795	-36.2936	-1836	-17000
458137001	667.2690	284.7890	106.4345	-35.3633	106.4345	-35.3633	-1834	-17000
458149007	667.2690	284.7890	106.4345	-35.3633	106.4345	-35.3633	-1833	-17001
458161010	667.2690	284.7890	106.4345	-35.3633	106.4345	-35.3633	-1832	-17001
458173014	667.2690	284.7890	106.4345	-35.3633	106.4345	-35.3633	-1830	-17002
458185004	666.2070	285.0340	105.9035	-35.2898	105.9035	-35.2898	-1829	-17002
458197012	666.2070	285.0340	105.9035	-35.2898	105.9035	-35.2898	-1828	-17002
458209015	666.2070	285.0340	105.9035	-35.2898	105.9035	-35.2898	-1827	-17003
458221000	666.2070	285.0340	105.9035	-35.2898	105.9035	-35.2898	-1825	-17003
458233014	665.4730	286.1710	105.5365	-34.9487	105.5365	-34.9487	-1824	-17004
458245016	665.4730	286.1710	105.5365	-34.9487	105.5365	-34.9487	-1823	-17004
458257001	665.4730	286.1710	105.5365	-34.9487	105.5365	-34.9487	-1822	-17005
458269006	665.4730	286.1710	105.5365	-34.9487	105.5365	-34.9487	-1820	-17005
458281009	665.4730	286.1710	105.5365	-34.9487	105.5365	-34.9487	-1819	-17005
458293011	664.5120	286.7480	105.0560	-34.7756	105.0560	-34.7756	-1818	-17006
458305015	664.5120	286.7480	105.0560	-34.7756	105.0560	-34.7756	-1817	-17006
458317000	664.5120	286.7480	105.0560	-34.7756	105.0560	-34.7756	-1815	-17007
458329005	664.5120	286.7480	105.0560	-34.7756	105.0560	-34.7756	-1814	-17007
458341016	663.8550	287.0310	104.7275	-34.6907	104.7275	-34.6907	-1813	-17008
458353001	663.8550	287.0310	104.7275	-34.6907	104.7275	-34.6907	-1812	-17008
458365006	663.8550	287.0310	104.7275	-34.6907	104.7275	-34.6907	-1810	-17008
458377010	663.8550	287.0310	104.7275	-34.6907	104.7275	-34.6907	-1809	-17009
458389013	663.8550	287.0310	104.7275	-34.6907	104.7275	-34.6907	-1808	-17009
458401006	666.1170	284.6510	105.8585	-35.4047	105.8585	-35.4047	-1806	-17010
458413011	666.1170	284.6510	105.8585	-35.4047	105.8585	-35.4047	-1805	-17010
458425014	666.1170	284.6510	105.8585	-35.4047	105.8585	-35.4047	-1804	-17010
458437017	666.1170	284.6510	105.8585	-35.4047	105.8585	-35.4047	-1803	-17011
458449013	665.7540	285.0180	105.6770	-35.2946	105.6770	-35.2946	-1801	-17011
458461016	665.7540	285.0180	105.6770	-35.2946	105.6770	-35.2946	-1800	-17012
458473000	665.7540	285.0180	105.6770	-35.2946	105.6770	-35.2946	-1799	-17012
458485005	665.7540	285.0180	105.6770	-35.2946	105.6770	-35.2946	-1798	-17013
458497002	666.1430	287.6320	105.8715	-34.5104	105.8715	-34.5104	-1796	-17013
458510006	666.1430	287.6320	105.8715	-34.5104	105.8715	-34.5104	-1795	-17013
458522011	666.1430	287.6320	105.8715	-34.5104	105.8715	-34.5104	-1794	-17014
458534015	666.1430	287.6320	105.8715	-34.5104	105.8715	-34.5104	-1792	-17014
458546000	666.1430	287.6320	105.8715	-34.5104	105.8715	-34.5104	-1791	-17015
458558005	665.2000	288.3560	105.4000	-34.2932	105.4000	-34.2932	-1790	-17015
458570008	665.2000	288.3560	105.4000	-34.2932	105.4000	-34.2932	-1789	-17016
458582011	665.2000	288.3560	105.4000	-34.2932	105.4000	-34.2932	-1787	-17016
458594014	665.2000	288.3560	105.4000	-34.2932	105.4000	-34.2932	-1786	-17016
458606004	665.0270	290.0240	105.3135	-33.7928	105.3135	-33.7928	-1785	-17017
458619007	665.0270	290.0240	105.3135	-33.7928	105.3135	-33.7928	-1783	-17017
458631012	665.0270	290.0240	105.3135	-33.7928	105.3135	-33.7928	-1782	-17018
458643015	665.0270	290.0240	105.3135	-33.7928	105.3135	-33.7928	-1781	-17018
458655001	664.4800	290.8350	105.0400	-33.5495	105.0400	-33.5495	-1780	-17018
458667005	664.4800	290.8350	105.0400	-33.5495	105.0400	-33.5495	-1778	-17019
458679008	664.4800	290.8350	105.0400	-33.5495	105.0400	-33.5495	-1777	-17019
458691012	664.4800	290.8350	105.0400	-33.5495	105.0400	-33.5495	-1776	-17020
458703015	664.4800	290.8350	105.0400	-33.5495	105.0400	-33.5495	-1775	-17020
458715017	663.6720	291.9240	104.6360	-33.2228	104.6360	-33.2228	-1773	-17020
458727003	663.6720	291.9240	104.6360	-33.2228	104.6360	-33.2228	-1772	-17021
458739007	663.6720	291.9240	104.6360	-33.2228	104.6360	-33.2228	-1771	-17021
458751011	663.6720	291.9240	104.6360	-33.2228	104.6360	-33.2228	-1770	-17022
458763001	665.5370	290.7970	105.5685	-33.5609	105.5685	-33.5609	-1768	-17022
458775009	665.5370	290.7970	105.5685	-33.5609	105.5685	-33.5609	-1767	-17022
458787012	665.5370	290.7970	105.5685	-33.5609	105.5685	-33.5609	-1766	-17023
458799015	665.5370	290.7970	105.5685	-33.5609	105.5685	-33.5609	-1765	-17023
458811000	665.5370	290.7970	105.5685	-33.5609	105.5685	-33.5609	-1763	-17024
458823013	664.5580	290.9090	105.0790	-33.5273	105.0790	-33.5273	-1762	-17024
458835017	664.5580	290.9090	105.0790	-33.5273	105.0790	-33.5273	-1761	-17024
458847001	664.5580	290.9090	105.0790	-33.5273	105.0790	-33.5273	-1759	-17025
458859006	664.5580	290.9090	105.0790	-33.5273	105.0790	-33.5273	-1758	-17025
458871017	665.2260	292.6420	105.4130	-33.0074	105.4130	-33.0074	-1757	-17026
458883003	665.2260	292.6420	105.4130	-33.0074	105.4130	-33.0074	-1756	-17026
458895008	665.2260	292.6420	105.4130	-33.0074	105.4130	-33.0074	-1754	-17026
458907011	665.2260	292.6420	105.4130	-33.0074	105.4130	-33.0074	-1753	-17027
458919001	664.6660	294.0280	105.1330	-32.5916	105.1330	-32.5916	-1752	-17027
458931009	664.6660	294.0280	105.1330	-32.5916	105.1330	-32.5916	-1751	-17028
458943012	664.6660	294.0280	105.1330	-32.5916	105.1330	-32.5916	-1749	-17028
458955016	664.6660	294.0280	105.1330	-32.5916	105.1330	-32.5916	-1748	-17028
458967015	664.6190	295.1080	105.1095	-32.2676	105.1095	-32.2676	-1747	-17029
458979003	664.6190	295.1080	105.1095	-32.2676	105.1095	-32.2676	-1746	-17029
458991008	664.6190	295.1080	105.1095	-32.2676	105.1095	-32.2676	-1744	-17030
459003012	664.6190	295.1080	105.1095	-32.2676	105.1095	-32.2676	-1743	-17030
459015006	664.4190	295.7890	105.0095	-32.0633	105.0095	-32.0633	-1742	-17030
459027009	664.4190	295.7890	105.0095	-32.0633	105.0095	-32.0633	-1741	-17031
459039013	664.4190	295.7890	105.0095	-32.0633	105.0095	-32.0633	-1739	-17031
459051016	664.4190	295.7890	105.0095	-32.0633	105.0095	-32.0633	-1738	-17031
459063000	663.7630	297.1000	104.6815	-31.6700	104.6815	-31.6700	-1737	-17032
459075006	663.7630	297.1000	104.6815	-31.6700	104.6815	-31.6700	-1735	-17032
459087009	663.7630	297.1000	104.6815	-31.6700	104.6815	-31.6700	-1734	-17033
459099012	663.7630	297.1000	104.6815	-31.6700	104.6815	-31.6700	-1733	-17033
459111015	663.7630	297.1000	104.6815	-31.6700	104.6815	-31.6700	-1732	-17033
459123013	663.4770	298.2090	104.5385	-31.3373	104.5385	-31.3373	-1730	-17034
459136017	663.4770	298.2090	104.5385	-31.3373	104.5385	-31.3373	-1729	-17034
459148004	663.4770	298.2090	104.5385	-31.3373	104.5385	-31.3373	-1728	-17035
459160008	663.4770	298.2090	104.5385	-31.3373	104.5385	-31.3373	-1727	-17035
459172029	662.6100	298.8080	104.1050	-31.1576	104.5385	-31.3373	-1725	-17035
459185006	662.6100	298.8080	104.1050	-31.1576	104.1050	-31.1576	-1724	-17036
459198009	662.6100	298.8080	104.1050	-31.1576	104.1050	-31.1576	-1723	-17036
459210015	662.6100	298.8080	104.1050	-31.1576	104.1050	-31.1576	-1721	-17036
459222052	661.8840	300.2800	103.7420	-30.7160	104.1050	-31.1576	-1720	-17037
459235011	661.8840	300.2800	103.7420	-30.7160	103.7420	-30.7160	-1719	-17037
459247013	661.8840	300.2800	103.7420	-30.7160	103.7420	-30.7160	-1718	-17038
459259016	661.8840	300.2800	103.7420	-30.7160	103.7420	-30.7160	-1716	-17038
459271001	661.8840	300.2800	103.7420	-30.7160	103.7420	-30.7160	-1715	-17038
459283014	659.4630	301.3000	102.5315	-30.4100	102.5315	-30.4100	-1714	-17039
459295017	659.4630	301.3000	102.5315	-30.4100	102.5315	-30.4100	-1713	-17039
459307002	659.4630	301.3000	102.5315	-30.4100	102.5315	-30.4100	-1711	-17039
459319007	659.4630	301.3000	102.5315	-30.4100	102.5315	-30.4100	-1710	-17040
459331015	658.8700	302.3530	102.2350	-30.0941	102.2350	-30.0941	-1709	-17040
459343004	658.8700	302.3530	102.2350	-30.0941	102.2350	-30.0941	-1708	-17041
459355008	658.8700	302.3530	102.2350	-30.0941	102.2350	-30.0941	-1706	-17041
459367012	658.8700	302.3530	102.2350	-30.0941	102.2350	-30.0941	-1705	-17041
459379011	658.5200	302.3370	102.0600	-30.0989	102.0600	-30.0989	-1704	-17042
459391018	658.5200	302.3370	102.0600	-30.0989	102.0600	-30.0989	-1703	-17042
459403003	658.5200	302.3370	102.0600	-30.0989	102.0600	-30.0989	-1702	-17042
459415008	658.5200	302.3370	102.0600	-30.0989	102.0600	-30.0989	-1700	-17043
459428210	656.9440	303.8120	101.2720	-29.6564	102.0600	-30.0989	-1699	-17043
459441008	656.9440	303.8120	101.2720	-29.6564	101.2720	-29.6564	-1698	-17043
459453011	656.9440	303.8120	101.2720	-29.6564	101.2720	-29.6564	-1696	-17044
459465014	656.9440	303.8120	101.2720	-29.6564	101.2720	-29.6564	-1695	-17044
459477018	656.9440	303.8120	101.2720	-29.6564	101.2720	-29.6564	-1694	-17045
459489001	655.7170	304.6210	100.6585	-29.4137	100.6585	-29.4137	-1693	-17045
459501007	655.7170	304.6210	100.6585	-29.4137	100.6585	-29.4137	-1692	-17045
459513010	655.7170	304.6210	100.6585	-29.4137	100.6585	-29.4137	-1690	-17046
459525014	655.7170	304.6210	100.6585	-29.4137	100.6585	-29.4137	-1689	-17046
459537009	655.2740	305.1210	100.4370	-29.2637	100.4370	-29.2637	-1688	-17046
459549012	655.2740	305.1210	100.4370	-29.2637	100.4370	-29.2637	-1687	-17047
459561015	655.2740	305.1210	100.4370	-29.2637	100.4370	-29.2637	-1686	-17047
459573000	655.2740	305.1210	100.4370	-29.2637	100.4370	-29.2637	-1684	-17047
459585002	653.7420	306.0990	99.6710	-28.9703	99.6710	-28.9703	-1683	-17048
459597003	653.7420	306.0990	99.6710	-28.9703	99.6710	-28.9703	-1682	-17048
459609006	653.7420	306.0990	99.6710	-28.9703	99.6710	-28.9703	-1681	-17048
459621009	653.7420	306.0990	99.6710	-28.9703	99.6710	-28.9703	-1680	-17049
459633168	653.3810	306.6890	99.4905	-28.7933	99.6710	-28.9703	-1678	-17049
459646017	653.3810	306.6890	99.4905	-28.7933	99.4905	-28.7933	-1677	-17049
459658016	653.3810	306.6890	99.4905	-28.7933	99.4905	-28.7933	-1676	-17050
459670001	653.3810	306.6890	99.4905	-28.7933	99.4905	-28.7933	-1675	-17050
459682015	653.3810	306.6890	99.4905	-28.7933	99.4905	-28.7933	-1674	-17051
459694009	652.1690	307.5930	98.8845	-28.5221	98.8845	-28.5221	-1672	-17051
459706012	652.1690	307.5930	98.8845	-28.5221	98.8845	-28.5221	-1671	-17051
459718016	652.1690	307.5930	98.8845	-28.5221	98.8845	-28.5221	-1670	-17052
459730000	652.1690	307.5930	98.8845	-28.5221	98.8845	-28.5221	-1669	-17052
459742007	652.1690	307.5930	98.8845	-28.5221	98.8845	-28.5221	-1668	-17052
459754003	651.5930	308.0510	98.5965	-28.3847	98.5965	-28.3847	-1666	-17053
459766003	651.5930	308.0510	98.5965	-28.3847	98.5965	-28.3847	-1665	-17053
459778006	651.5930	308.0510	98.5965	-28.3847	98.5965	-28.3847	-1664	-17053
459790009	651.5930	308.0510	98.5965	-28.3847	98.5965	-28.3847	-1663	-17054
459802002	649.3050	308.9700	97.4525	-28.1090	97.4525	-28.1090	-1662	-17054
459814018	649.3050	308.9700	97.4525	-28.1090	97.4525	-28.1090	-1660	-17054
459826001	649.3050	308.9700	97.4525	-28.1090	97.4525	-28.1090	-1659	-17055
459838008	649.3050	308.9700	97.4525	-28.1090	97.4525	-28.1090	-1658	-17055
459850009	648.1100	309.6300	96.8550	-27.9110	96.8550	-27.9110	-1657	-17055
459862012	648.1100	309.6300	96.8550	-27.9110	96.8550	-27.9110	-1656	-17056
459874015	648.1100	309.6300	96.8550	-27.9110	96.8550	-27.9110	-1655	-17056
459886000	648.1100	309.6300	96.8550	-27.9110	96.8550	-27.9110	-1653	-17056
459898008	648.1100	309.6300	96.8550	-27.9110	96.8550	-27.9110	-1652	-17057
459910000	647.1010	310.1170	96.3505	-27.7649	96.3505	-27.7649	-1651	-17057
459922003	647.1010	310.1170	96.3505	-27.7649	96.3505	-27.7649	-1650	-17057
459934006	647.1010	310.1170	96.3505	-27.7649	96.3505	-27.7649	-1649	-17058
459946009	647.1010	310.1170	96.3505	-27.7649	96.3505	-27.7649	-1648	-17058
459958012	646.3210	310.6500	95.9605	-27.6050	95.9605	-27.6050	-1647	-17058
459970000	646.3210	310.6500	95.9605	-27.6050	95.9605	-27.6050	-1645	-17059
459982002	646.3210	310.6500	95.9605	-27.6050	95.9605	-27.6050	-1644	-17059
459994005	646.3210	310.6500	95.9605	-27.6050	95.9605	-27.6050	-1643	-17059
460006009	646.3210	310.6500	95.9605	-27.6050	95.9605	-27.6050	-1642	-17060
460018007	646.8410	310.2060	96.2205	-27.7382	96.2205	-27.7382	-1641	-17060
460030007	646.8410	310.2060	96.2205	-27.7382	96.2205	-27.7382	-1640	-17060
460042010	646.8410	310.2060	96.2205	-27.7382	96.2205	-27.7382	-1638	-17061
460054013	646.8410	310.2060	96.2205	-27.7382	96.2205	-27.7382	-1637	-17061
460066018	646.6810	311.8520	96.1405	-27.2444	96.1405	-27.2444	-1636	-17061
460078001	646.6810	311.8520	96.1405	-27.2444	96.1405	-27.2444	-1635	-17062
460090008	646.6810	311.8520	96.1405	-27.2444	96.1405	-27.2444	-1634	-17062
460102009	646.6810	311.8520	96.1405	-27.2444	96.1405	-27.2444	-1633	-17062
460114014	645.9620	312.6030	95.7810	-27.0191	95.7810	-27.0191	-1632	-17063
460126016	645.9620	312.6030	95.7810	-27.0191	95.7810	-27.0191	-1630	-17063
460138001	645.9620	312.6030	95.7810	-27.0191	95.7810	-27.0191	-1629	-17063
460150008	645.9620	312.6030	95.7810	-27.0191	95.7810	-27.0191	-1628	-17064
460162000	645.2850	314.0690	95.4425	-26.5793	95.4425	-26.5793	-1627	-17064
460174003	645.2850	314.0690	95.4425	-26.5793	95.4425	-26.5793	-1626	-17064
460186009	645.2850	314.0690	95.4425	-26.5793	95.4425	-26.5793	-1625	-17065
460198010	645.2850	314.0690	95.4425	-26.5793	95.4425	-26.5793	-1624	-17065
460210395	644.4930	314.8770	95.0465	-26.3369	95.4425	-26.5793	-1622	-17065
460223016	644.4930	314.8770	95.0465	-26.3369	95.0465	-26.3369	-1621	-17065
460235017	644.4930	314.8770	95.0465	-26.3369	95.0465	-26.3369	-1620	-17066
460247001	644.4930	314.8770	95.0465	-26.3369	95.0465	-26.3369	-1619	-17066
460259229	643.7010	315.7920	94.6505	-26.0624	95.0465	-26.3369	-1618	-17066
460272012	643.7010	315.7920	94.6505	-26.0624	94.6505	-26.0624	-1616	-17067
460284009	643.7010	315.7920	94.6505	-26.0624	94.6505	-26.0624	-1615	-17067
